entity,label,context,source_url,source_title
the 21st century,DATE,"Other related bariatric procedures   Vertical banded gastroplasty  Vertical banded gastroplasty was more commonly used in the 1980s, and is not typically performed in the 21st century.",https://en.wikipedia.org/wiki/Bariatric_surgery,Bariatric surgery
6 months,DATE,The balloon can be left in the stomach for a maximum of 6 months and results in weight loss of 3 BMI or 3–8 kg within several study ranges.,https://en.wikipedia.org/wiki/Bariatric_surgery,Bariatric surgery
surgeon,MEDICAL_SPECIALTY,"Implantable gastric stimulation This procedure where a device similar to a heart pacemaker that is implanted by a surgeon, with the electrical leads stimulating the external surface of the stomach, was under preliminary research in 2015.",https://en.wikipedia.org/wiki/Bariatric_surgery,Bariatric surgery
approximately 2–3 weeks,DATE,This diet is continued until the gastrointestinal tract begins to recover approximately 2–3 weeks after surgery.,https://en.wikipedia.org/wiki/Bariatric_surgery,Bariatric surgery
the first 6 months to 1 year,DATE,Alcohol is avoided completely in the first 6 months to 1 year after surgery.,https://en.wikipedia.org/wiki/Bariatric_surgery,Bariatric surgery
daily,DATE,Some people may take a daily multivitamin to compensate for reduced absorption of essential nutrients.,https://en.wikipedia.org/wiki/Bariatric_surgery,Bariatric surgery
12–24 months,DATE,"Fertility and family planning In general, women are advised to avoid pregnancy for 12–24 months after bariatric surgery to reduce the possibility of intrauterine growth restriction or nutrient deficiency, since a person having bariatric surgery will likely undergo significant weight loss and changes",https://en.wikipedia.org/wiki/Bariatric_surgery,Bariatric surgery
many years,DATE,"Over many years, the rates of potential adverse maternal and fetal outcomes have been reduced for mothers following bariatric surgery.",https://en.wikipedia.org/wiki/Bariatric_surgery,Bariatric surgery
years,DATE,"Targeted areas include the arms, buttocks and thighs, abdomen, and breasts, with changes occurring slowly over years.",https://en.wikipedia.org/wiki/Bariatric_surgery,Bariatric surgery
2017-20,DATE,"In the United States during 2017-20, an estimated 40% of adults were obese, up from 30% in 1999-2000.",https://en.wikipedia.org/wiki/Bariatric_surgery,Bariatric surgery
1999-2000,DATE,"In the United States during 2017-20, an estimated 40% of adults were obese, up from 30% in 1999-2000.",https://en.wikipedia.org/wiki/Bariatric_surgery,Bariatric surgery
"Adolescents

During",ORG,"Special populations   Adolescents  During the early 21st century, obesity among children and adolescents increased globally, as did treatment options including lifestyle changes, drug treatments, and surgical procedures.",https://en.wikipedia.org/wiki/Bariatric_surgery,Bariatric surgery
the early 21st century,DATE,"Special populations   Adolescents  During the early 21st century, obesity among children and adolescents increased globally, as did treatment options including lifestyle changes, drug treatments, and surgical procedures.",https://en.wikipedia.org/wiki/Bariatric_surgery,Bariatric surgery
2022-23,DATE,"In 2022-23, such guidelines overlapped with recommendations for potential bariatric surgical management in children and adolescents with a BMI of 40 or higher, or a BMI of 35 or higher while also experiencing related experiences.",https://en.wikipedia.org/wiki/Bariatric_surgery,Bariatric surgery
several years,DATE,Reduction of eating disorders for several years after bariatric surgery has also been shown in adolescents after bariatric surgery.,https://en.wikipedia.org/wiki/Bariatric_surgery,Bariatric surgery
high blood pressure,DISEASE,"Long-term reduction in or resolution of weight-related conditions, such as diabetes and high blood pressure, occurred in adolescents after bariatric surgery.",https://en.wikipedia.org/wiki/Bariatric_surgery,Bariatric surgery
decades,DATE,"History Techniques for weight loss have been reported for decades, with a more formal transition to noting weight loss following surgical intervention in the 1950s when subsequent weight loss after surgical shortening of the small intestine in dogs and people was observed.",https://en.wikipedia.org/wiki/Bariatric_surgery,Bariatric surgery
the 1950s,DATE,"History Techniques for weight loss have been reported for decades, with a more formal transition to noting weight loss following surgical intervention in the 1950s when subsequent weight loss after surgical shortening of the small intestine in dogs and people was observed.",https://en.wikipedia.org/wiki/Bariatric_surgery,Bariatric surgery
the late 1960s,DATE,"During the late 1960s, the initiation of bariatric surgery followed the development of a procedure to bypass portions of the stomach – the gastric bypass.",https://en.wikipedia.org/wiki/Bariatric_surgery,Bariatric surgery
Alan Wittgrove,PERSON,The first laparoscopic gastric bypass performed by Alan Wittgrove in 1994 exemplifies this leap in surgical innovation.,https://en.wikipedia.org/wiki/Bariatric_surgery,Bariatric surgery
RYGBP,ORG,"Historically, the RYGBP is the best bariatric surgery for obese patients, but now being rivalled by the SG.",https://en.wikipedia.org/wiki/Bariatric_surgery,Bariatric surgery
"References


External",ORG,See also Revision weight loss surgery Endoscopic sleeve gastroplasty   References   External links  Media related to Bariatric surgery at Wikimedia Commons,https://en.wikipedia.org/wiki/Bariatric_surgery,Bariatric surgery
Wikimedia Commons,ORG,See also Revision weight loss surgery Endoscopic sleeve gastroplasty   References   External links  Media related to Bariatric surgery at Wikimedia Commons,https://en.wikipedia.org/wiki/Bariatric_surgery,Bariatric surgery
stroke,DISEASE,"Aims The 3-4-50 concept outlines that there are 3 behaviors (poor diet, little to no physical activity, and smoking), that lead to four diseases (heart disease/stroke, diabetes, cancer, pulmonary disease), that account for 50% of deaths worldwide.",https://en.wikipedia.org/wiki/Behavior_change_(public_health),Behavior change (public health)
diabetes,DISEASE,"Aims The 3-4-50 concept outlines that there are 3 behaviors (poor diet, little to no physical activity, and smoking), that lead to four diseases (heart disease/stroke, diabetes, cancer, pulmonary disease), that account for 50% of deaths worldwide.",https://en.wikipedia.org/wiki/Behavior_change_(public_health),Behavior change (public health)
cancer,DISEASE,"Aims The 3-4-50 concept outlines that there are 3 behaviors (poor diet, little to no physical activity, and smoking), that lead to four diseases (heart disease/stroke, diabetes, cancer, pulmonary disease), that account for 50% of deaths worldwide.",https://en.wikipedia.org/wiki/Behavior_change_(public_health),Behavior change (public health)
Healthy People 2020,PERSON,"However, there is the development of Healthy People 2020 that has national objectives aimed to accomplish in 10 years to improve the health of all Americans.",https://en.wikipedia.org/wiki/Behavior_change_(public_health),Behavior change (public health)
10 years,DATE,"However, there is the development of Healthy People 2020 that has national objectives aimed to accomplish in 10 years to improve the health of all Americans.",https://en.wikipedia.org/wiki/Behavior_change_(public_health),Behavior change (public health)
obesity,DISEASE,"Tobacco use, alcoholism, multiple sex partners, substance use,  reckless driving, obesity, or unprotected sexual intercourse are some examples.",https://en.wikipedia.org/wiki/Behavior_change_(public_health),Behavior change (public health)
"Theories

Behavior",ORG,Theories  Behavior change programs tend to focus on a few behavioral change theories which gained ground in the 1980s.,https://en.wikipedia.org/wiki/Behavior_change_(public_health),Behavior change (public health)
the 1980s,DATE,Theories  Behavior change programs tend to focus on a few behavioral change theories which gained ground in the 1980s.,https://en.wikipedia.org/wiki/Behavior_change_(public_health),Behavior change (public health)
the late 1990s,DATE,Developments in health behavior change theories since the late 1990s have focused on incorporating disparate theories of health behavior change into a single unified theory.,https://en.wikipedia.org/wiki/Behavior_change_(public_health),Behavior change (public health)
"Community
Community",ORG,Community Community-based participatory research (CBPR): Utilizes community researcher partnership and collaboration.,https://en.wikipedia.org/wiki/Behavior_change_(public_health),Behavior change (public health)
CBPR,ORG,Community Community-based participatory research (CBPR): Utilizes community researcher partnership and collaboration.,https://en.wikipedia.org/wiki/Behavior_change_(public_health),Behavior change (public health)
Seeks,PERSON,Diffusion of innovations: Seeks to explain how new ideas and behaviors are communicated and spread throughout groups.,https://en.wikipedia.org/wiki/Behavior_change_(public_health),Behavior change (public health)
"Tools


Behavior",ORG,Tools   Behavior change communication (BCC),https://en.wikipedia.org/wiki/Behavior_change_(public_health),Behavior change (public health)
BCC,ORG,Tools   Behavior change communication (BCC),https://en.wikipedia.org/wiki/Behavior_change_(public_health),Behavior change (public health)
HIV,DISEASE,BCC was first employed in HIV and TB prevention projects.,https://en.wikipedia.org/wiki/Behavior_change_(public_health),Behavior change (public health)
TB,ORG,BCC was first employed in HIV and TB prevention projects.,https://en.wikipedia.org/wiki/Behavior_change_(public_health),Behavior change (public health)
"Examples
Organizations",ORG,"More recently, its ambit has grown to encompass any communication activity whose goal is to help individuals and communities select and practice behavior that will positively impact their health, such as immunization, cervical cancer check up, employing single-use syringes, etc.   List of behavior c",https://en.wikipedia.org/wiki/Behavior_change_(public_health),Behavior change (public health)
Johns Hopkins Center for Communication Programs,ORG,"More recently, its ambit has grown to encompass any communication activity whose goal is to help individuals and communities select and practice behavior that will positively impact their health, such as immunization, cervical cancer check up, employing single-use syringes, etc.   List of behavior c",https://en.wikipedia.org/wiki/Behavior_change_(public_health),Behavior change (public health)
malaria,DISEASE,"It includes programs in reproductive health and family planning, malaria, and HIV/AIDS.",https://en.wikipedia.org/wiki/Behavior_change_(public_health),Behavior change (public health)
AIDS,DISEASE,"It includes programs in reproductive health and family planning, malaria, and HIV/AIDS.",https://en.wikipedia.org/wiki/Behavior_change_(public_health),Behavior change (public health)
Development Media International,ORG,"Development Media International uses mass media to promote healthy behaviors in Burkina Faso, DRC and Mozambique.",https://en.wikipedia.org/wiki/Behavior_change_(public_health),Behavior change (public health)
Burkina Faso,GPE,"Development Media International uses mass media to promote healthy behaviors in Burkina Faso, DRC and Mozambique.",https://en.wikipedia.org/wiki/Behavior_change_(public_health),Behavior change (public health)
DRC,ORG,"Development Media International uses mass media to promote healthy behaviors in Burkina Faso, DRC and Mozambique.",https://en.wikipedia.org/wiki/Behavior_change_(public_health),Behavior change (public health)
Mozambique,ORG,"Development Media International uses mass media to promote healthy behaviors in Burkina Faso, DRC and Mozambique.",https://en.wikipedia.org/wiki/Behavior_change_(public_health),Behavior change (public health)
Botswana,GPE,Young 1ove provides information to youth to reduce the spread of HIV/AIDS in Botswana.,https://en.wikipedia.org/wiki/Behavior_change_(public_health),Behavior change (public health)
Science of Behavior Change,ORG,"Science of Behavior Change (SOBC) aims to promote basic research on the initiation, personalization, and maintenance of behavior change.",https://en.wikipedia.org/wiki/Behavior_change_(public_health),Behavior change (public health)
Firdaus Kharas,PERSON,"Chocolate Moose Media, founded by Firdaus Kharas in 1995, creates animated public service announcement content for health-and-social-justice behaviour change communications.",https://en.wikipedia.org/wiki/Behavior_change_(public_health),Behavior change (public health)
Somerville,GPE,"Physical activity and diet: Look AHEAD (Action for Health in Diabetes), Shape-up Somerville, Diabetes Prevention Program (DPP)",https://en.wikipedia.org/wiki/Behavior_change_(public_health),Behavior change (public health)
DPP,ORG,"Physical activity and diet: Look AHEAD (Action for Health in Diabetes), Shape-up Somerville, Diabetes Prevention Program (DPP)",https://en.wikipedia.org/wiki/Behavior_change_(public_health),Behavior change (public health)
"The Truth Initiative, Campaign for Tobacco-Free Kids",ORG,"Quitting smoking: The Truth Initiative, Campaign for Tobacco-Free Kids, Family Smoking Prevention and Tobacco Control 2009 Care groups are groups of 10–15 volunteer, community-based health educators who regularly meet together.",https://en.wikipedia.org/wiki/Behavior_change_(public_health),Behavior change (public health)
Barrier,ORG,Barrier analysis is a rapid assessment tool used in behavior change projects to identify behavioral determinants.,https://en.wikipedia.org/wiki/Behavior_change_(public_health),Behavior change (public health)
Global Handwashing Day,PERSON,"See also Behavior change methods Behavioural change theories Design for behavior change Global Handwashing Day Lifestyle medicine Nudge theory   References   Further reading Scientific literature  Veríssimo, Diogo; Blake, Katie; Flint, Hilary (2024).",https://en.wikipedia.org/wiki/Behavior_change_(public_health),Behavior change (public health)
Lifestyle,PERSON,"See also Behavior change methods Behavioural change theories Design for behavior change Global Handwashing Day Lifestyle medicine Nudge theory   References   Further reading Scientific literature  Veríssimo, Diogo; Blake, Katie; Flint, Hilary (2024).",https://en.wikipedia.org/wiki/Behavior_change_(public_health),Behavior change (public health)
Veríssimo,PERSON,"See also Behavior change methods Behavioural change theories Design for behavior change Global Handwashing Day Lifestyle medicine Nudge theory   References   Further reading Scientific literature  Veríssimo, Diogo; Blake, Katie; Flint, Hilary (2024).",https://en.wikipedia.org/wiki/Behavior_change_(public_health),Behavior change (public health)
Diogo,PERSON,"See also Behavior change methods Behavioural change theories Design for behavior change Global Handwashing Day Lifestyle medicine Nudge theory   References   Further reading Scientific literature  Veríssimo, Diogo; Blake, Katie; Flint, Hilary (2024).",https://en.wikipedia.org/wiki/Behavior_change_(public_health),Behavior change (public health)
Katie,PERSON,"See also Behavior change methods Behavioural change theories Design for behavior change Global Handwashing Day Lifestyle medicine Nudge theory   References   Further reading Scientific literature  Veríssimo, Diogo; Blake, Katie; Flint, Hilary (2024).",https://en.wikipedia.org/wiki/Behavior_change_(public_health),Behavior change (public health)
Flint,GPE,"See also Behavior change methods Behavioural change theories Design for behavior change Global Handwashing Day Lifestyle medicine Nudge theory   References   Further reading Scientific literature  Veríssimo, Diogo; Blake, Katie; Flint, Hilary (2024).",https://en.wikipedia.org/wiki/Behavior_change_(public_health),Behavior change (public health)
Hilary,GPE,"See also Behavior change methods Behavioural change theories Design for behavior change Global Handwashing Day Lifestyle medicine Nudge theory   References   Further reading Scientific literature  Veríssimo, Diogo; Blake, Katie; Flint, Hilary (2024).",https://en.wikipedia.org/wiki/Behavior_change_(public_health),Behavior change (public health)
Annual Review of Environment and Resources,ORG,Annual Review of Environment and Resources.,https://en.wikipedia.org/wiki/Behavior_change_(public_health),Behavior change (public health)
environ-111522-103028,DATE,doi:10.1146/annurev-environ-111522-103028.,https://en.wikipedia.org/wiki/Behavior_change_(public_health),Behavior change (public health)
Diabetes,DISEASE,Diabetes mellitus (DM) is a type of metabolic disease characterized by hyperglycemia.,https://en.wikipedia.org/wiki/Biomarkers_of_diabetes,Biomarkers of diabetes
mellitus,ORG,Diabetes mellitus (DM) is a type of metabolic disease characterized by hyperglycemia.,https://en.wikipedia.org/wiki/Biomarkers_of_diabetes,Biomarkers of diabetes
DM,ORG,Diabetes mellitus (DM) is a type of metabolic disease characterized by hyperglycemia.,https://en.wikipedia.org/wiki/Biomarkers_of_diabetes,Biomarkers of diabetes
insulin,MEDICATION,"It is caused by either defected insulin secretion or damaged biological function, or both.",https://en.wikipedia.org/wiki/Biomarkers_of_diabetes,Biomarkers of diabetes
Type 2 diabetes,DISEASE,Type 2 diabetes is a progressive condition in which the body becomes resistant to the normal effects of insulin and/or gradually loses the capacity to produce enough insulin in the pancreas.,https://en.wikipedia.org/wiki/Biomarkers_of_diabetes,Biomarkers of diabetes
Gestational diabetes,DISEASE,Gestational diabetes is a condition in which a woman without diabetes develops high blood sugar levels during pregnancy.,https://en.wikipedia.org/wiki/Biomarkers_of_diabetes,Biomarkers of diabetes
Oxytocin,ORG,"Metabolic markers  Oxytocin (OXT) Omentin Endothelin-1 Nesfatin-1 Irisin Betatrophin Hepatocyte growth factor (HGF) Fibroblast growth factor -Biomarkers with insulin-sensitizing properties (irisin, omentin, oxytocin) -Biomarkers of metabolic dysfunction (HGF, Nesfatin and Betatrophin)   Biomarkers w",https://en.wikipedia.org/wiki/Biomarkers_of_diabetes,Biomarkers of diabetes
Omentin,PERSON,"Metabolic markers  Oxytocin (OXT) Omentin Endothelin-1 Nesfatin-1 Irisin Betatrophin Hepatocyte growth factor (HGF) Fibroblast growth factor -Biomarkers with insulin-sensitizing properties (irisin, omentin, oxytocin) -Biomarkers of metabolic dysfunction (HGF, Nesfatin and Betatrophin)   Biomarkers w",https://en.wikipedia.org/wiki/Biomarkers_of_diabetes,Biomarkers of diabetes
HGF,ORG,"Metabolic markers  Oxytocin (OXT) Omentin Endothelin-1 Nesfatin-1 Irisin Betatrophin Hepatocyte growth factor (HGF) Fibroblast growth factor -Biomarkers with insulin-sensitizing properties (irisin, omentin, oxytocin) -Biomarkers of metabolic dysfunction (HGF, Nesfatin and Betatrophin)   Biomarkers w",https://en.wikipedia.org/wiki/Biomarkers_of_diabetes,Biomarkers of diabetes
Nesfatin,GPE,"Metabolic markers  Oxytocin (OXT) Omentin Endothelin-1 Nesfatin-1 Irisin Betatrophin Hepatocyte growth factor (HGF) Fibroblast growth factor -Biomarkers with insulin-sensitizing properties (irisin, omentin, oxytocin) -Biomarkers of metabolic dysfunction (HGF, Nesfatin and Betatrophin)   Biomarkers w",https://en.wikipedia.org/wiki/Biomarkers_of_diabetes,Biomarkers of diabetes
Betatrophin,PERSON,"Metabolic markers  Oxytocin (OXT) Omentin Endothelin-1 Nesfatin-1 Irisin Betatrophin Hepatocyte growth factor (HGF) Fibroblast growth factor -Biomarkers with insulin-sensitizing properties (irisin, omentin, oxytocin) -Biomarkers of metabolic dysfunction (HGF, Nesfatin and Betatrophin)   Biomarkers w",https://en.wikipedia.org/wiki/Biomarkers_of_diabetes,Biomarkers of diabetes
"Oxytocin
Oxytocin",ORG,"Metabolic markers  Oxytocin (OXT) Omentin Endothelin-1 Nesfatin-1 Irisin Betatrophin Hepatocyte growth factor (HGF) Fibroblast growth factor -Biomarkers with insulin-sensitizing properties (irisin, omentin, oxytocin) -Biomarkers of metabolic dysfunction (HGF, Nesfatin and Betatrophin)   Biomarkers w",https://en.wikipedia.org/wiki/Biomarkers_of_diabetes,Biomarkers of diabetes
OXT,ORG,"So, the activation of the OXT receptor pathway by infusion of OXT, OXT analogues, or OXT agonists may represent a promising approach for the management of obesity and related metabolic diseases as well as diabetes and its complications.",https://en.wikipedia.org/wiki/Biomarkers_of_diabetes,Biomarkers of diabetes
obesity,DISEASE,"So, the activation of the OXT receptor pathway by infusion of OXT, OXT analogues, or OXT agonists may represent a promising approach for the management of obesity and related metabolic diseases as well as diabetes and its complications.",https://en.wikipedia.org/wiki/Biomarkers_of_diabetes,Biomarkers of diabetes
Reducing Gluco,PERSON,Oxytocin improves insulin sensitivity by:  Reducing Gluco-toxicity and Lipo-toxicity.,https://en.wikipedia.org/wiki/Biomarkers_of_diabetes,Biomarkers of diabetes
OXT,PERSON,OXT has antioxidant and anti-inflammatory effects.,https://en.wikipedia.org/wiki/Biomarkers_of_diabetes,Biomarkers of diabetes
inflammation,SYMPTOM,Pancreatic islet inflammation is an important factor in the pathogenesis of diabetes.,https://en.wikipedia.org/wiki/Biomarkers_of_diabetes,Biomarkers of diabetes
pre-DM/T2DM,ORG,OXT levels higher in normoglycemic as compared to pre-DM/T2DM patients.,https://en.wikipedia.org/wiki/Biomarkers_of_diabetes,Biomarkers of diabetes
pre-DM/Type2 DM,ORG,OXT are reduced in patient with pre-DM/Type2 DM.,https://en.wikipedia.org/wiki/Biomarkers_of_diabetes,Biomarkers of diabetes
"Omentin
Omentin",PERSON,Omentin Omentin is an anti-inflammatory adipokine produced preferentially by visceral adipose tissue.,https://en.wikipedia.org/wiki/Biomarkers_of_diabetes,Biomarkers of diabetes
Omentin,ORG,"However, nothing is known about the relationship between Omentin and metabolic risk factors.",https://en.wikipedia.org/wiki/Biomarkers_of_diabetes,Biomarkers of diabetes
Japan,GPE,So a study were held in Japan comprised 201 Japanese men who underwent annual health check-ups.,https://en.wikipedia.org/wiki/Biomarkers_of_diabetes,Biomarkers of diabetes
Plasma Omentin,PERSON,Plasma Omentin levels were determined by enzyme-linked immunosorbent assay.,https://en.wikipedia.org/wiki/Biomarkers_of_diabetes,Biomarkers of diabetes
high blood pressure,DISEASE,"A reduction of plasma Omentin levels significantly correlated with an increase in the mean number of metabolic risk factors such as increased waist circumference, Dyslipidemia, high blood pressure and glucose intolerance.",https://en.wikipedia.org/wiki/Biomarkers_of_diabetes,Biomarkers of diabetes
Circulating Omentin,PERSON,"They concluded that Circulating Omentin levels are negatively correlated with the multiplicity of metabolic risk factors, suggesting that Omentin acts as a biomarker of metabolic disorders.",https://en.wikipedia.org/wiki/Biomarkers_of_diabetes,Biomarkers of diabetes
"Irisin
Irisin",ORG,"Irisin Irisin, a newly identified hormone, was first reported by Bostromet al. in 2012, is a novel myokine which plays an important role in the homeostasis, metabolism and energy balance.",https://en.wikipedia.org/wiki/Biomarkers_of_diabetes,Biomarkers of diabetes
Bostromet al.,PERSON,"Irisin Irisin, a newly identified hormone, was first reported by Bostromet al. in 2012, is a novel myokine which plays an important role in the homeostasis, metabolism and energy balance.",https://en.wikipedia.org/wiki/Biomarkers_of_diabetes,Biomarkers of diabetes
Irisin,GPE,"A recent study conducted a comparative cross-sectional evaluation of baseline circulating levels of the novel hormone Irisin and the established adipokine adiponectin with metabolic syndrome, cardio-metabolic variables and cardiovascular disease risk, and they found out that the baseline irisin leve",https://en.wikipedia.org/wiki/Biomarkers_of_diabetes,Biomarkers of diabetes
Biomarkers of metabolic,ORG,"Biomarkers of metabolic dysfunction   Nesfatin-1 Nesfatin-1 is a peptide secreted by peripheral tissues, central and peripheral nervous system.",https://en.wikipedia.org/wiki/Biomarkers_of_diabetes,Biomarkers of diabetes
Anorexigenic,ORG,"Thus, Nesfatin-1 acts as a potent Anorexigenic factor (anti-obesity) that improves insulin resistance and opposes weight gain.",https://en.wikipedia.org/wiki/Biomarkers_of_diabetes,Biomarkers of diabetes
weight gain,SYMPTOM,"Thus, Nesfatin-1 acts as a potent Anorexigenic factor (anti-obesity) that improves insulin resistance and opposes weight gain.",https://en.wikipedia.org/wiki/Biomarkers_of_diabetes,Biomarkers of diabetes
Hepatocyte,ORG,Hepatocyte growth factor (HGF) Hepatocyte growth factor (HGF) is a mitogen and insulin tropic agent for the β cell.,https://en.wikipedia.org/wiki/Biomarkers_of_diabetes,Biomarkers of diabetes
Hepatocyte,PERSON,Hepatocyte growth factor (HGF) Hepatocyte growth factor (HGF) is a mitogen and insulin tropic agent for the β cell.,https://en.wikipedia.org/wiki/Biomarkers_of_diabetes,Biomarkers of diabetes
"Others


Endothelin-1(ET-1",ORG,Others   Endothelin-1(ET-1) Is a vasoconstrictor peptide released from vascular endothelial cells.,https://en.wikipedia.org/wiki/Biomarkers_of_diabetes,Biomarkers of diabetes
Nitric,ORG,"At the cellular level, the balance between vasodilator (Nitric oxide) and vasoconstrictor (ET-1) actions determines the vascular response to insulin.",https://en.wikipedia.org/wiki/Biomarkers_of_diabetes,Biomarkers of diabetes
PVAT,ORG,PVAT AND ET-1 ET-1,https://en.wikipedia.org/wiki/Biomarkers_of_diabetes,Biomarkers of diabetes
TNF,ORG,"secondary to obesity, ET-1 high level changes on PVAT will lead to PVAT hypertrophy which will be associated with reduced partial oxygen pressure, an increase in the production of inflammatory cytokines such as TNF-α and IL-6, and elevation of reactive oxygen species.",https://en.wikipedia.org/wiki/Biomarkers_of_diabetes,Biomarkers of diabetes
IL-6,ORG,"secondary to obesity, ET-1 high level changes on PVAT will lead to PVAT hypertrophy which will be associated with reduced partial oxygen pressure, an increase in the production of inflammatory cytokines such as TNF-α and IL-6, and elevation of reactive oxygen species.",https://en.wikipedia.org/wiki/Biomarkers_of_diabetes,Biomarkers of diabetes
metformin,MEDICATION,"FGF21 can function as a crucial regulator mediating beneficial metabolic effects of therapeutic agents such as metformin, glucagon/glucagonlike peptide1analogues, thiazolidinedione, sirtuin 1 activators, and lipoic acid.",https://en.wikipedia.org/wiki/Biomarkers_of_diabetes,Biomarkers of diabetes
glucagon,PERSON,"FGF21 can function as a crucial regulator mediating beneficial metabolic effects of therapeutic agents such as metformin, glucagon/glucagonlike peptide1analogues, thiazolidinedione, sirtuin 1 activators, and lipoic acid.",https://en.wikipedia.org/wiki/Biomarkers_of_diabetes,Biomarkers of diabetes
factor-21,DATE,"A study showed that when fibroblast growth factor-21 administered daily for 6 weeks to diabetic rhesus monkeys, it caused a dramatic decline in fasting plasma glucose, fructosamine, triglycerides, insulin and glucagon.",https://en.wikipedia.org/wiki/Biomarkers_of_diabetes,Biomarkers of diabetes
daily,DATE,"A study showed that when fibroblast growth factor-21 administered daily for 6 weeks to diabetic rhesus monkeys, it caused a dramatic decline in fasting plasma glucose, fructosamine, triglycerides, insulin and glucagon.",https://en.wikipedia.org/wiki/Biomarkers_of_diabetes,Biomarkers of diabetes
6 weeks,DATE,"A study showed that when fibroblast growth factor-21 administered daily for 6 weeks to diabetic rhesus monkeys, it caused a dramatic decline in fasting plasma glucose, fructosamine, triglycerides, insulin and glucagon.",https://en.wikipedia.org/wiki/Biomarkers_of_diabetes,Biomarkers of diabetes
weight loss,SYMPTOM,And the induction of a small but significant weight loss.,https://en.wikipedia.org/wiki/Biomarkers_of_diabetes,Biomarkers of diabetes
"References


External",ORG,References   External links,https://en.wikipedia.org/wiki/Biomarkers_of_diabetes,Biomarkers of diabetes
Hypertension,DISEASE,"Hypertension, also known as high blood pressure, is a long-term medical condition in which the blood pressure in the arteries is persistently elevated.",https://en.wikipedia.org/wiki/Hypertension,Hypertension
high blood pressure,DISEASE,"Hypertension, also known as high blood pressure, is a long-term medical condition in which the blood pressure in the arteries is persistently elevated.",https://en.wikipedia.org/wiki/Hypertension,Hypertension
stroke,DISEASE,"It is, however, a major risk factor for stroke, coronary artery disease, heart failure, atrial fibrillation, peripheral arterial disease, vision loss, chronic kidney disease, and dementia.",https://en.wikipedia.org/wiki/Hypertension,Hypertension
coronary artery disease,DISEASE,"It is, however, a major risk factor for stroke, coronary artery disease, heart failure, atrial fibrillation, peripheral arterial disease, vision loss, chronic kidney disease, and dementia.",https://en.wikipedia.org/wiki/Hypertension,Hypertension
heart failure,DISEASE,"It is, however, a major risk factor for stroke, coronary artery disease, heart failure, atrial fibrillation, peripheral arterial disease, vision loss, chronic kidney disease, and dementia.",https://en.wikipedia.org/wiki/Hypertension,Hypertension
atrial fibrillation,DISEASE,"It is, however, a major risk factor for stroke, coronary artery disease, heart failure, atrial fibrillation, peripheral arterial disease, vision loss, chronic kidney disease, and dementia.",https://en.wikipedia.org/wiki/Hypertension,Hypertension
vision loss,SYMPTOM,"It is, however, a major risk factor for stroke, coronary artery disease, heart failure, atrial fibrillation, peripheral arterial disease, vision loss, chronic kidney disease, and dementia.",https://en.wikipedia.org/wiki/Hypertension,Hypertension
chronic kidney disease,DISEASE,"It is, however, a major risk factor for stroke, coronary artery disease, heart failure, atrial fibrillation, peripheral arterial disease, vision loss, chronic kidney disease, and dementia.",https://en.wikipedia.org/wiki/Hypertension,Hypertension
hypertension,SYMPTOM,High blood pressure is classified as primary (essential) hypertension or secondary hypertension.,https://en.wikipedia.org/wiki/Hypertension,Hypertension
Lifestyle,PERSON,Lifestyle changes and medications can lower blood pressure and decrease the risk of health complications.,https://en.wikipedia.org/wiki/Hypertension,Hypertension
weight loss,SYMPTOM,"Lifestyle changes include weight loss, physical exercise, decreased salt intake, reducing alcohol intake, and a healthy diet.",https://en.wikipedia.org/wiki/Hypertension,Hypertension
High blood pressure,SYMPTOM,High blood pressure affects 33% of the population globally.,https://en.wikipedia.org/wiki/Hypertension,Hypertension
vertigo,SYMPTOM,"Some people with high blood pressure report headaches, as well as lightheadedness, vertigo, tinnitus (buzzing or hissing in the ears), altered vision or fainting episodes.",https://en.wikipedia.org/wiki/Hypertension,Hypertension
anxiety,SYMPTOM,"These symptoms, however, might be related to associated anxiety rather than the high blood pressure itself.",https://en.wikipedia.org/wiki/Hypertension,Hypertension
Cushing,ORG,"For example, as well as causing high blood pressure, Cushing's syndrome frequently causes truncal obesity, glucose intolerance, moon face, a hump of fat behind the neck and shoulders (referred to as a buffalo hump), and purple abdominal stretch marks.",https://en.wikipedia.org/wiki/Hypertension,Hypertension
obesity,DISEASE,"For example, as well as causing high blood pressure, Cushing's syndrome frequently causes truncal obesity, glucose intolerance, moon face, a hump of fat behind the neck and shoulders (referred to as a buffalo hump), and purple abdominal stretch marks.",https://en.wikipedia.org/wiki/Hypertension,Hypertension
Hyperthyroidism,DISEASE,"Hyperthyroidism frequently causes weight loss with increased appetite, fast heart rate, bulging eyes, and tremor.",https://en.wikipedia.org/wiki/Hypertension,Hypertension
tremor,SYMPTOM,"Hyperthyroidism frequently causes weight loss with increased appetite, fast heart rate, bulging eyes, and tremor.",https://en.wikipedia.org/wiki/Hypertension,Hypertension
headache,SYMPTOM,"Pheochromocytoma may cause abrupt episodes of hypertension accompanied by headache, palpitations, pale appearance, and excessive sweating.",https://en.wikipedia.org/wiki/Hypertension,Hypertension
palpitations,SYMPTOM,"Pheochromocytoma may cause abrupt episodes of hypertension accompanied by headache, palpitations, pale appearance, and excessive sweating.",https://en.wikipedia.org/wiki/Hypertension,Hypertension
